Year|Sex|Category|Name|Birthdate|BirthPlace|County|BirthPlaceNow|Coords
1997|M|physics|William D. Phillips|5-Nov-48|Wilkes-Barre PA|USA|Wilkes-Barre PA, USA|36.360155,6.642433
1998|M|chemistry|John A. Pople|31-Oct-25|Burnham-on-Sea|United Kingdom|Burnham-on-Sea, United Kingdom|51.240139,-2.993858
1998|M|chemistry|Walter Kohn|2023/03/09|Vienna|Austria|Vienna, Austria|51.240139,-2.993858
1998|M|economics|Amartya Sen|3-Nov-33|Santiniketan|India|Santiniketan, India|23.6776471,87.6852323
1998|M|literature|José Saramago|16-Nov-22|Azinhaga|Portugal|Azinhaga, Portugal|39.3692437,-8.539144
1998|M|medicine|Ferid Murad|14-Sep-36|Whiting IN|USA|Whiting IN, USA|41.6797578,-87.4944873
1998|M|medicine|Louis J. Ignarro|31-May-41|Brooklyn NY|USA|Brooklyn NY, USA|41.6797578,-87.4944873
1998|M|medicine|Robert F. Furchgott|4-Jun-16|Charleston SC|USA|Charleston SC, USA|32.7764749,-79.9310512
1998|M|peace|David Trimble|15-Oct-44|Belfast|Northern Ireland|Belfast, Northern Ireland|32.7764749,-79.9310512
1998|M|peace|John Hume|18-Jan-37|Londonderry|Northern Ireland|Londonderry, Northern Ireland|54.9966124,-7.3085748
1998|M|physics|Daniel C. Tsui|28-Feb-39|Henan|China|Henan, China|34.2904302,113.3823545
1998|M|physics|Horst L. Störmer|6-Apr-49|Frankfurt-on-the-Main|West Germany|Frankfurt-on-the-Main, West Germany|34.2904302,113.3823545
1998|M|physics|Robert B. Laughlin|1-Nov-50|Visalia CA|USA|Visalia CA, USA|36.3302284,-119.2920585
1999|M|chemistry|Ahmed H. Zewail|26-Feb-46|Damanhur|Egypt|Damanhur, Egypt|31.0424566,30.4727503
1999|M|economics|Robert A. Mundell|24-Oct-32|Kingston ON|Canada|Kingston ON, Canada|44.2311717,-76.4859544
1999|M|literature|Günter Grass|16-Oct-27|Danzig|Free City of Danzig|Gdansk, Poland|54.3520252,18.6466384
1999|M|medicine|Günter Blobel|21-May-36|Waltersdorf|Germany|Niegoslawice, Poland|51.5875867,15.7131691
1999|NA|peace|Médecins Sans Frontičres|1971 in Paris||France|, France|46.227638,2.213749
1999|M|physics|Gerardus 't Hooft|5-Jul-46|Den Helder|the Netherlands|Den Helder, the Netherlands|52.9562808,4.7607971
1999|M|physics|Martinus J.G. Veltman|27-Jun-31|Waalwijk|the Netherlands|Waalwijk, the Netherlands|51.6878954,5.0574822
2000|M|chemistry|Alan G. MacDiarmid|14-Apr-27|Masterton|New Zealand|Masterton, New Zealand|-40.9511118,175.6573502
2000|M|chemistry|Alan J. Heeger|22-Jan-36|Sioux City IA|USA|Sioux City IA, USA|42.4999942,-96.4003069
2000|M|chemistry|Hideki Shirakawa|20-Aug-36|Tokyo|Japan|Tokyo, Japan|42.4999942,-96.4003069
2000|M|economics|Daniel L. McFadden|29-Jul-37|Raleigh NC|USA|Raleigh NC, USA|35.7795897,-78.6381787
2000|M|economics|James J. Heckman|19-Apr-44|Chicago IL|USA|Chicago IL, USA|35.7795897,-78.6381787
2000|M|literature|Gao Xingjian|4-Jan-40|Ganzhou|China|Ganzhou, China|25.830694,114.933546
2000|M|medicine|Arvid Carlsson|25-Jan-23|Uppsala|Sweden|Uppsala, Sweden|25.830694,114.933546
2000|M|medicine|Eric R. Kandel|7-Nov-29|Vienna|Austria|Vienna, Austria|25.830694,114.933546
2000|M|medicine|Paul Greengard|11-Dec-25|New York NY|USA|New York NY, USA|25.830694,114.933546
2000|M|peace|Kim Dae-jung|3-Dec-25|Mokpo|Korea|Mokpo, South Korea|34.8118351,126.3921664
2000|M|physics|Herbert Kroemer|25-Aug-28|Weimar|Germany|Weimar, Germany|50.9794934,11.3235439
2000|M|physics|Jack S. Kilby|8-Nov-23|Jefferson City MO|USA|Jefferson City MO, USA|38.5767017,-92.1735164
2000|M|physics|Zhores I. Alferov|1930/03/15|Vitebsk Belorussia|USSR|Vitebsk, Belarus|55.1848061,30.201622
2001|M|chemistry|K. Barry Sharpless|28-Apr-41|Philadelphia PA|USA|Philadelphia PA, USA|55.1848061,30.201622
2001|M|chemistry|Ryoji Noyori|3-Sep-38|Kobe|Japan|Kobe, Japan|34.690083,135.1955112
2001|M|chemistry|William S. Knowles|1-Jun-17|Taunton MA|USA|Taunton MA, USA|41.900101,-71.0897674
2001|M|economics|A. Michael Spence|0 1943|Montclair NJ|USA|Montclair NJ, USA|41.900101,-71.0897674
2001|M|economics|George A. Akerlof|17-Jun-40|New Haven CT|USA|New Haven CT, USA|41.900101,-71.0897674
2001|M|economics|Joseph E. Stiglitz|9-Feb-43|Gary IN|USA|Gary IN, USA|41.900101,-71.0897674
2001|M|literature|Sir Vidiadhar Surajprasad Naipaul|17-Aug-32|Chaguanas|Trinidad|Chaguanas, Trinidad|10.5331201,-61.3968598
2001|M|medicine|Leland H. Hartwell|30-Oct-39|Los Angeles CA|USA|Los Angeles CA, USA|10.5331201,-61.3968598
2001|M|medicine|Sir Paul M. Nurse|25-Jan-49|Norwich|United Kingdom|Norwich, United Kingdom|52.6308859,1.297355
2001|M|medicine|Tim Hunt|19-Feb-43|Neston|United Kingdom|Neston, United Kingdom|53.290584,-3.069102
2001|M|peace|Kofi Annan|8-Apr-38|Kumasi|Gold Coast|Kumasi, Ghana|6.6666004,-1.6162709
2001|NA|peace|United Nations (U.N.)|1945 in New York|NY|USA|NY, USA|6.6666004,-1.6162709
2001|M|physics|Carl E. Wieman|1951/03/26|Corvallis OR|USA|Corvallis OR, USA|44.5645659,-123.2620435
2001|M|physics|Eric A. Cornell|19-Dec-61|Palo Alto CF|USA|Palo Alto CF, USA|37.4418834,-122.1430195
2001|M|physics|Wolfgang Ketterle|21-Oct-57|Heidelberg|West Germany|Heidelberg, West Germany|49.3987524,8.6724335
2002|M|chemistry|John B. Fenn|15-Jun-17|New York NY|USA|New York NY, USA|49.3987524,8.6724335
2002|M|chemistry|Koichi Tanaka|3-Aug-59|Toyama City|Japan|Toyama City, Japan|36.6959518,137.2136768
2002|M|chemistry|Kurt Wüthrich|4-Oct-38|Aarberg|Switzerland|Aarberg, Switzerland|47.0420553,7.2751012
2002|M|economics|Daniel Kahneman|1934/03/05|Tel Aviv|British Mandate of Palestine|Tel Aviv, Israel|32.0852999,34.7817676
2002|M|economics|Vernon L. Smith|1-Jan-27|Wichita KS|USA|Wichita KS, USA|37.6871761,-97.330053
2002|M|literature|Imre Kertész|9-Nov-29|Budapest|Hungary|Budapest, Hungary|37.6871761,-97.330053
2002|M|medicine|H. Robert Horvitz|8-May-47|Chicago IL|USA|Chicago IL, USA|37.6871761,-97.330053
2002|M|medicine|John E. Sulston|1942/03/27|Cambridge|United Kingdom|Cambridge, United Kingdom|37.6871761,-97.330053
2002|M|medicine|Sydney Brenner|13-Jan-27|Germiston|South Africa|Germiston, South Africa|-26.2258734,28.1707794
2002|M|peace|Jimmy Carter|1-Oct-24|Plains GA|USA|Plains GA, USA|32.0340508,-84.3926912
2002|M|physics|Masatoshi Koshiba|19-Sep-26|Toyohashi|Japan|Toyohashi, Japan|34.7691995,137.3914662
2002|M|physics|Raymond Davis Jr.|14-Oct-14|Washington DC|USA|Washington DC, USA|34.7691995,137.3914662
2002|M|physics|Riccardo Giacconi|6-Oct-31|Genoa|Italy|Genoa, Italy|34.7691995,137.3914662
2003|M|chemistry|Peter Agre|30-Jan-49|Northfield MN|USA|Northfield MN, USA|44.4582983,-93.161604
2003|M|chemistry|Roderick MacKinnon|19-Feb-56|Burlington MA|USA|Burlington MA, USA|42.5047161,-71.1956205
2003|M|economics|Clive W.J. Granger|4-Sep-34|Swansea|United Kingdom|Swansea, United Kingdom|51.62144,-3.943646
2003|M|economics|Robert F. Engle III|10-Nov-42|Syracuse NY|USA|Syracuse NY, USA|43.0481221,-76.1474244
2003|M|literature|John M. Coetzee|9-Feb-40|Cape Town|South Africa|Cape Town, South Africa|-33.9248685,18.4240553
2003|M|medicine|Paul C. Lauterbur|6-May-29|Sidney OH|USA|Sidney OH, USA|40.2842164,-84.1554987
2003|M|medicine|Sir Peter Mansfield|9-Oct-33|London|United Kingdom|London, United Kingdom|40.2842164,-84.1554987
2003|F|peace|Shirin Ebadi|21-Jun-47|Hamadan|Iran|Hamadan, Iran|34.7988575,48.5150225
2003|M|physics|Alexei A. Abrikosov|25-Jun-28|Moscow|USSR|Moscow, Russia|34.7988575,48.5150225
2003|M|physics|Anthony J. Leggett|1938/03/26|London|United Kingdom|London, United Kingdom|34.7988575,48.5150225
2003|M|physics|Vitaly L. Ginzburg|4-Oct-16|Moscow|Russia|Moscow, Russia|34.7988575,48.5150225
2004|M|chemistry|Aaron Ciechanover|1-Oct-47|Haifa|British Protectorate of Palestine|Haifa, Israel|32.7940463,34.989571
2004|M|chemistry|Avram Hershko|31-Dec-37|Karcag|Hungary|Karcag, Hungary|47.3148629,20.9196518
2004|M|chemistry|Irwin Rose|16-Jul-26|Brooklyn NY|USA|Brooklyn NY, USA|47.3148629,20.9196518
2004|M|economics|Edward C. Prescott|26-Dec-40|Glens Falls NY|USA|Glens Falls NY, USA|43.3095164,-73.6440058
2004|M|economics|Finn E. Kydland|1-Dec-43|Gjesdal|Norway|Gjesdal, Norway|58.8353384,6.3127272
2004|F|literature|Elfriede Jelinek|20-Oct-46|Mürzzuschlag|Austria|Mürzzuschlag, Austria|47.60687,15.67171
2004|F|medicine|Linda B. Buck|29-Jan-47|Seattle WA|USA|Seattle WA, USA|47.6062095,-122.3320708
2004|M|medicine|Richard Axel|2-Jul-46|New York NY|USA|New York NY, USA|47.6062095,-122.3320708
2004|F|peace|Wangari Muta Maathai|1-Apr-40|Nyeri|Kenya|Nyeri, Kenya|-0.437099,36.9580104
2004|M|physics|David J. Gross|19-Feb-41|Washington DC|USA|Washington DC, USA|-0.437099,36.9580104
2004|M|physics|Frank Wilczek|15-May-51|New York NY|USA|New York NY, USA|-0.437099,36.9580104
2004|M|physics|H. David Politzer|31-Aug-49|New York NY|USA|New York NY, USA|-0.437099,36.9580104
2005|M|chemistry|Richard R. Schrock|4-Jan-45|Berne IN|USA|Berne IN, USA|40.6578242,-84.9519115
2005|M|chemistry|Robert H. Grubbs|27-Feb-42|Possum Trot KY|USA|Possum Trot KY, USA|37.0056129,-88.4305964
2005|M|chemistry|Yves Chauvin|10-Oct-30|Menin|France|Menin, France|50.8519937,2.8911326
2005|M|economics|Robert J. Aumann|8-Jun-30|Frankfurt-on-the-Main|Germany|Frankfurt-on-the-Main, Germany|50.8519937,2.8911326
2005|M|economics|Thomas C. Schelling|14-Apr-21|Oakland CA|USA|Oakland CA, USA|37.8043637,-122.2711137
2005|M|literature|Harold Pinter|10-Oct-30|London|United Kingdom|London, United Kingdom|37.8043637,-122.2711137
2005|M|medicine|Barry J. Marshall|30-Sep-51|Kalgoorlie|Australia|Kalgoorlie, Australia|-30.749,121.466
2005|M|medicine|J. Robin Warren|11-Jun-37|Adelaide|Australia|Adelaide, Australia|-30.749,121.466
2005|NA|peace|International Atomic Energy Agency (IAEA)|1957 in Vienna||Austria|, Austria|47.516231,14.550072
2005|M|peace|Mohamed ElBaradei|17-Jun-42|Cairo|Egypt|Cairo, Egypt|47.516231,14.550072
2005|M|physics|John L. Hall|21-Aug-34|Denver CO|USA|Denver CO, USA|39.7392358,-104.990251
2005|M|physics|Roy J. Glauber|1-Sep-25|New York NY|USA|New York NY, USA|39.7392358,-104.990251
2005|M|physics|Theodor W. Hänsch|30-Oct-41|Heidelberg|Germany|Heidelberg, Germany|39.7392358,-104.990251
2006|M|chemistry|Roger D. Kornberg|24-Apr-47|St. Louis MO|USA|St. Louis MO, USA|39.7392358,-104.990251
2006|M|economics|Edmund S. Phelps|26-Jul-33|Evanston IL|USA|Evanston IL, USA|42.0450722,-87.6876969
2006|M|literature|Orhan Pamuk|7-Jun-52|Istanbul|Turkey|Istanbul, Turkey|41.0082376,28.9783589
2006|M|medicine|Andrew Z. Fire|27-Apr-59|Stanford CA|USA|Stanford CA, USA|37.424106,-122.1660756
2006|M|medicine|Craig C. Mello|19-Oct-60|New Haven CT|USA|New Haven CT, USA|37.424106,-122.1660756
2006|NA|peace|Grameen Bank|1976 in Dhaka||Bangladesh|, Bangladesh|23.684994,90.356331
2006|M|peace|Muhammad Yunus|28-Jun-40|Chittagong|British India|Chittagong, Bangladesh|22.356851,91.7831819
2006|M|physics|George F. Smoot|20-Feb-45|Yukon FL|USA|Yukon FL, USA|30.2346543,-81.6979968
2006|M|physics|John C. Mather|7-Aug-46|Roanoke VA|USA|Roanoke VA, USA|37.2709704,-79.9414266
2007|M|chemistry|Gerhard Ertl|10-Oct-36|Bad Cannstatt|Germany|Bad Cannstatt, Germany|48.8084576,9.2250355
2007|M|economics|Eric S. Maskin|12-Dec-50|New York NY|USA|New York NY, USA|48.8084576,9.2250355
2007|M|economics|Leonid Hurwicz|21-Aug-17|Moscow|Russia|Moscow, Russia|48.8084576,9.2250355
2007|M|economics|Roger B. Myerson|1951/03/29|Boston MA|USA|Boston MA, USA|48.8084576,9.2250355
2007|F|literature|Doris Lessing|22-Oct-19|Kermanshah|Persia|Kermanshah, Iran|34.3276924,47.0777685
2007|M|medicine|Mario R. Capecchi|6-Oct-37|Verona|Italy|Verona, Italy|45.4383842,10.9916215
2007|M|medicine|Oliver Smithies|23-Jun-25|Halifax|United Kingdom|Halifax, United Kingdom|45.4383842,10.9916215
2007|M|medicine|Sir Martin J. Evans|1-Jan-41|Stroud|United Kingdom|Stroud, United Kingdom|51.745734,-2.217758
2007|M|peace|Albert Arnold (Al) Gore Jr.|1948/03/31|Washington DC|USA|Washington DC, USA|51.745734,-2.217758
2007|NA|peace|Intergovernmental Panel on Climate Change (IPCC)|1988 in New York|NY|USA|NY, USA|51.745734,-2.217758
2007|M|physics|Albert Fert|1938/03/07|Carcassonne|France|Carcassonne, France|51.745734,-2.217758
2007|M|physics|Peter Grünberg|18-May-39|Plzen|Czechoslovakia|Plzen, Czech Republic|49.7384314,13.3736371
2008|M|chemistry|Martin Chalfie|1947|Chicago IL|USA|Chicago IL, USA|49.7384314,13.3736371
2008|M|chemistry|Osamu Shimomura|1928|Kyoto|Japan|Kyoto, Japan|49.7384314,13.3736371
2008|M|chemistry|Roger Y. Tsien|1-Feb-52|New York NY|USA|New York NY, USA|49.7384314,13.3736371
2008|M|economics|Paul Krugman|28-Feb-53|New York NY|USA|New York NY, USA|49.7384314,13.3736371
2008|M|literature|Jean-Marie Gustave Le Clézio|13-Apr-40|Nice|France|Nice, France|43.7101728,7.2619532
2008|F|medicine|Françoise Barré-Sinoussi|30-Jul-47|Paris|France|Paris, France|43.7101728,7.2619532
2008|M|medicine|Harald zur Hausen|1936/03/11|Gelsenkirchen|Germany|Gelsenkirchen, Germany|51.517744,7.0857172
2008|M|medicine|Luc Montagnier|18-Aug-32|Chabris|France|Chabris, France|47.25447,1.654295
2008|M|peace|Martti Ahtisaari|23-Jun-37|Viipuri|Finland|Vyborg, Russia|60.7139529,28.7571571
2008|M|physics|Makoto Kobayashi|7-Apr-44|Nagoya|Japan|Nagoya, Japan|60.7139529,28.7571571
2008|M|physics|Toshihide Maskawa|1940|Nagoya|Japan|Nagoya, Japan|60.7139529,28.7571571
2008|M|physics|Yoichiro Nambu|18-Jan-21|Tokyo|Japan|Tokyo, Japan|60.7139529,28.7571571
2009|F|chemistry|Ada E. Yonath|22-Jun-39|Jerusalem|Israel|Jerusalem, Israel|60.7139529,28.7571571
2009|M|chemistry|Thomas A. Steitz|23-Aug-40|Milwaukee WI|USA|Milwaukee WI, USA|60.7139529,28.7571571
2009|M|chemistry|Venkatraman Ramakrishnan|1952|Chidambaram Tamil Nadu|India|Chidambaram Tamil Nadu, India|11.3981936,79.6953594
2009|F|economics|Elinor Ostrom|7-Aug-33|New York NY|USA|New York NY, USA|11.3981936,79.6953594
2009|M|economics|Oliver E. Williamson|27-Sep-32|Superior WI|USA|Superior WI, USA|46.7207737,-92.1040796
2009|F|literature|Herta Müller|17-Aug-53|Nitzkydorf Banat|Romania|Nitzkydorf Banat, Romania|45.578502,21.5359018
2009|M|medicine|Carol W. Greider|15-Apr-61|San Diego CA|USA|San Diego CA, USA|32.715738,-117.1610838
2009|F|medicine|Elizabeth H. Blackburn|26-Nov-48|Hobart Tasmania|Australia|Hobart Tasmania, Australia|-42.8821377,147.3271949
2009|M|medicine|Jack W. Szostak|9-Nov-52|London|United Kingdom|London, United Kingdom|-42.8821377,147.3271949
2009|M|peace|Barack H. Obama|4-Aug-61|Honolulu HI|USA|Honolulu HI, USA|21.3069444,-157.8583333
2009|M|physics|Charles K. Kao|4-Nov-33|Shanghai|China|Shanghai, China|21.3069444,-157.8583333
2009|M|physics|George E. Smith|10-May-30|White Plains NY|USA|White Plains NY, USA|41.0339862,-73.7629097
2009|M|physics|Willard S. Boyle|19-Aug-24|Amherst NS|Canada|Amherst NS, Canada|45.816667,-64.2167206
2010|M|chemistry|Akira Suzuki|1930|Mukawa|Japan|Mukawa, Japan|42.5748066,141.9267504
2010|M|chemistry|Ei-ichi Negishi|1935|Changchun|China|Changchun, China|43.817071,125.323544
2010|M|chemistry|Richard F. Heck|1931|Springfield MA|USA|Springfield MA, USA|42.1014831,-72.589811
2010|M|economics|Christopher A. Pissarides|1948|Nicosia|Cyprys|Nicosia, Cyprys|35.1855659,33.3822764
2010|M|economics|Dale T. Mortensen|1939|Enterprise OR|USA|Enterprise OR, USA|45.4262617,-117.2787816
2010|M|economics|Peter A. Diamond|1940|New York NY|USA|New York NY, USA|45.4262617,-117.2787816
2010|M|literature|Mario Vargas Llosa|1936/03/28|Arequipa|Peru|Arequipa, Peru|-16.4090474,-71.537451
2010|M|medicine|Robert G. Edwards|1925|Batley|United Kingdom|Batley, United Kingdom|53.717028,-1.635083
2010|M|peace|Liu Xiaobo|1955|Changchun|China|Changchun, China|53.717028,-1.635083
2010|M|physics|Andre Geim|1958|Sochi|Russia|Sochi, Russia|43.6028079,39.7341543
2010|M|physics|Konstantin Novoselov|1974|Nizhny Tagil|Russia|Nizhny Tagil, Russia|57.9214912,59.9816185
2011|M|chemistry|Dan Shechtman|1941|TelAviv|Israel|TelAviv, Israel|32.0852999,34.7817676
2011|M|economics|Thomas J. Sargent|1943|Pasadena|USA|Pasadena, USA|34.1477849,-118.1445155
2011|M|economics|Christopher A. Sims|1942|Washington DC|USA|Washington DC, USA|34.1477849,-118.1445155
2011|M|literature|Tomas Tranströmer|1931|Stockholm|Sweden|Stockholm, Sweden|34.1477849,-118.1445155
2011|M|medicine|Bruce A. Beutler|1957|Chicago IL|USA|Chicago IL, USA|34.1477849,-118.1445155
2011|M|medicine|Ralph M. Steinman|1943|Montreal|Canada|Montreal, Canada|34.1477849,-118.1445155
2011|M|medicine|Jules A. Hoffmann|1941|Echternach|Luxembourg|Echternach, Luxembourg|49.8114133,6.4175635
2011|F|peace|Tawakkol Karman|1979|Ta'izz|Yemen|Ta'izz, Yemen|13.5775886,44.0177989
2011|F|peace|Leymah Gbowee|1972|Monrovia|Liberia|Monrovia, Liberia|6.2907432,-10.7605239
2011|F|peace|Ellen Johnson-Sirleaf|1938|Monrovia|Liberia|Monrovia, Liberia|6.2907432,-10.7605239
2011|M|physics|Adam G. Riess|1969|Washington DC|USA|Washington DC, USA|6.2907432,-10.7605239
2011|M|physics|Brian P. Schmidt|1967|Missoula MT|USA|Missoula MT, USA|46.8721284,-113.9940314
2011|M|physics|Saul Perlmutter|1959|Champaign-Urbana IL|USA|Champaign-Urbana IL, USA|40.1105875,-88.2072697
2012|M|chemistry|Brian K. Kobilka|1955|Little Falls MN|USA|Little Falls MN, USA|45.9805556,-94.3694444
2012|M|chemistry|Robert J. Lefkowitz|1943|New York NY|USA|New York NY, USA|45.9805556,-94.3694444
2012|M|economics|Alvin E. Roth|1951|New York NY|USA|New York NY, USA|45.9805556,-94.3694444
2012|M|economics|Lloyd S. Shapley|1923|Tucson AZ|USA|Tucson AZ, USA|32.2226066,-110.9747108
2012|M|literature|Mo Yan|1955|Gaomi|China|Gaomi, China|36.377539,119.757032
2012|M|medicine|Shinya Yamanaka|1962|Higashiōsaka|Japan|Higashiōsaka, Japan|34.6793301,135.6010123
2012|M|medicine|Sir John B. Gurdon|1933|Dippenhall|United Kingdom|Dippenhall, United Kingdom|51.215166,-0.831976
2012|M|physics|David J. Wineland|1944|Milwaukee WI|USA|Milwaukee WI, USA|51.215166,-0.831976
2012|M|physics|Serge Haroche|1944|Casablanca|Morocco|Casablanca, Morocco|33.5731104,-7.5898434
2013|M|chemistry|Michael Levitt|1947|Pretoria|South Africa|Pretoria, South Africa|33.5731104,-7.5898434
2013|M|chemistry|Arieh Warshel|1940|Kibuc Sde Nahum|Israel|Kibuc Sde Nahum, Israel|32.525068,35.480855
2013|M|chemistry|Martin Karplus|1930|Wien|Austria|Wien, Austria|48.2081743,16.3738189
2013|M|economics|Lars Peter Hansen|1952|Urbana IL|USA|Urbana IL, USA|48.2081743,16.3738189
2013|M|economics|Robert J. Shiller|1946|Detroit MI|USA|Detroit MI, USA|48.2081743,16.3738189
2013|M|economics|Eugene F. Fama|1939|Boston MA|USA|Boston MA, USA|48.2081743,16.3738189
2013|F|literature|Alice Munro|1931|Wingham Ontario|Canada|Wingham Ontario, Canada|43.8879476,-81.3116601
2013|M|medicine|Thomas C. Südhof|1955|Göttingen|Germany|Göttingen, Germany|51.5412804,9.9158035
2013|M|medicine|James E. Rothman|1950|Haverhill MA|USA|Haverhill MA, USA|42.7762015,-71.0772796
2013|M|medicine|Randy W. Schekman|1948|Saint Paul MN|USA|Saint Paul MN, USA|44.9537029,-93.0899578
2013|M|physics|François Englert|1932|Etterbeek|Belgium|Etterbeek, Belgium|50.832578,4.3889939
2013|M|physics|Peter Higgs|1929|Newcastle upon Tyne|United Kingdom|Newcastle upon Tyne, United Kingdom|54.978252,-1.61778
2014|M|physics|Isamu Akasaki|1929|Chiran|Japan|Chiran, Japan|31.377265,130.4400729
2014|M|physics|Hiroshi Amano|1960|Hamamatsu|Japan|Hamamatsu, Japan|34.7108344,137.7261258
2014|M|physics|Shuji Nakamura|1954|Ikata|Japan|Ikata, Japan|33.4885738,132.354012
2014|M|chemistry|Eric Betzig|1960|Ann Arbor MI|USA|Ann Arbor MI, USA|33.4885738,132.354012
2014|M|chemistry|Stefan W. Hell|1962|Arad|Romania|Arad, Romania|46.1865606,21.3122677
2014|M|chemistry|William E. Moerner|1953|Pleasanton CA|USA|Pleasanton CA, USA|37.6624312,-121.8746789
2014|M|medicine|John O'Keefe|1939|Nowy Jork NY|USA|Nowy Jork NY, USA|40.7127753,-74.0059728
2014|F|medicine|May-Britt Moser|1963|Fosnavåg|Norway|Fosnavåg, Norway|62.3413767,5.6310689
2014|M|medicine|Edvard I. Moser|1962|Ålesund|Norway|Ålesund, Norway|62.4722284,6.1494821
2014|M|literature|Patrick Modiano|1945|Boulogne-Billancourt|France|Boulogne-Billancourt, France|48.8396952,2.2399123
2014|M|peace|Kailash Satyarthi|1954|Vidisa|India|Vidisa, India|23.5251102,77.8081363
2014|M|peace|Malala Yousafzai|1997|Mingora|Pakistan|Mingora, Pakistan|34.7717466,72.3601512
2014|M|economics|Jean Tirole|1953|Troyes|France|Troyes, France|48.2973451,4.0744009
2015|M|physics|Takaaki Kajita|1959|Higashimatsuyama|Japan|Higashimatsuyama, Japan|36.0421262,139.3999588
2015|M|physics|Arthur B. McDonald|1943|North Sydney Nova Scotia|Canada|North Sydney Nova Scotia, Canada|46.2064806,-60.2523805
2015|M|chemistry|Tomas Lindahl|1938|Stockholm|Sweden|Stockholm, Sweden|46.2064806,-60.2523805
2015|M|chemistry|Paul Modrich|1946|Raton NM|USA|Raton NM, USA|36.9033581,-104.4391532
2015|M|chemistry|Aziz Sancar|1946|Savur|Turkey|Savur, Turkey|37.5484936,40.913211
2015|M|medicine|William C. Campbell|1930|Ramelton|Irland|Ramelton, Irland|55.0359,-7.64809
2015|M|medicine|Satoshi Ōmura|1935|Nirasaki|Japan|Nirasaki, Japan|35.708897,138.4461267
2015|F|literature|Svetlana Alexievich|1948|Iwano-Frankiwsk|Ukraine|Iwano-Frankiwsk, Ukraine|48.922633,24.711117
2015|NA|peace|NA||||, |48.922633,24.711117
2015|M|economics|Angus Deaton|1945|Edinburgh|United Kingdom|Edinburgh, United Kingdom|55.953252,-3.188267
2016|M|physics|David J. Thouless|1934|Bearsden|United Kingdom|Bearsden, United Kingdom|55.92169,-4.335525
2016|M|physics|F. Duncan M. Haldane|1951|London|United Kingdom|London, United Kingdom|55.92169,-4.335525
2016|M|physics|J. Michael Kosterlitz|1943|Aberdeen|United Kingdom|Aberdeen, United Kingdom|57.149717,-2.094278
2016|M|chemistry|Jean-Pierre Sauvage|1944|Paris|France|Paris, France|57.149717,-2.094278
2016|M|chemistry|Sir J. Fraser Stoddart|1942|Edinburgh|United Kingdom|Edinburgh, United Kingdom|57.149717,-2.094278
2016|M|chemistry|Bernard L. Feringa|1951|Barger-Compascuum|the Netherlands|Barger-Compascuum, the Netherlands|52.7548724,7.0416603
2016|M|medicine|Yoshinori Ohsumi|1945|Fukuoka|Japan|Fukuoka, Japan|33.5903547,130.4017155
2016|M|literature|Bob Dylan|1941|Duluth MN|USA|Duluth MN, USA|46.7866719,-92.1004852
2016|M|peace|Juan Manuel Santos|1951|Bogota|Kolumbia|Bogota, Kolumbia|4.7109886,-74.072092
2016|M|economics|Bengt Holmström|1949|Helsinki|Finland|Helsinki, Finland|4.7109886,-74.072092
2016|M|economics|Oliver Hart|1948|Londyn|United Kingdom|Londyn, United Kingdom|51.5073509,-0.1277583
2017|M|physics|Rainer Weiss|1932|Berlin|Germany|Berlin, Germany|51.5073509,-0.1277583
2017|M|physics|Barry C. Barish|1936|Omaha NE|USA|Omaha NE, USA|51.5073509,-0.1277583
2017|M|physics|Kip S. Thorne|1940|Logan UT|USA|Logan UT, USA|41.7369803,-111.8338359
2017|M|chemistry|Jacques Dubochet|1942|Aigle|Switzerland|Aigle, Switzerland|46.3190253,6.970566
2017|M|chemistry|Joachim Frank|1940|Siegen|Germany|Siegen, Germany|50.8838492,8.0209591
2017|M|chemistry|Richard Henderson|1945|Edinburgh|United Kingdom|Edinburgh, United Kingdom|50.8838492,8.0209591
2017|M|medicine|Jeffrey C. Hall|1945|Nowy Jork NY|USA|Nowy Jork NY, USA|50.8838492,8.0209591
2017|M|medicine|Michael Rosbash|1944|Kansas City MO|USA|Kansas City MO, USA|39.0997265,-94.5785667
2017|M|medicine|Michael W. Young|1949|Miami FL|USA|Miami FL, USA|25.7616798,-80.1917902
2017|M|literature|Kazuo Ishiguro|1954|Nagasaki|Japan|Nagasaki, Japan|32.7502856,129.877667
