EventId;InvestigationType;AccidentNumber;EventDate;Location;Country;Latitude;Longitude;AirportCode;AirportName;InjurySeverity;AircraftDamage;AircraftCategory;RegistrationNumber;Make;Model;AmateurBuilt;NumberOfEngines;EngineType;FARDescription;Schedule;PurposeOfFlight;AirCarrier;TotalFatalInjuries;TotalSeriousInjuries;TotalMinorInjuries;TotalUninjured;WeatherCondition;BroadPhaseOfFlight;ReportStatus;PublicationDate
20001213X32714;Incident;LAX88IA064;12/01/1987;LOS ANGELES, CA;United States;;;LAX;LOS ANGELES INTL;Incident;;;N4571M;BOEING;737-300;No;2;Turbo Fan;;SCHD;Unknown;DELTA AIRLINES, INC.;0;0;0;87;VMC;TAXI;Probable Cause;07/10/1989
20001213X32530;Incident;FTW88IA029;11/21/1987;NEWARK, NJ;United States;;;EWR;NEWARK INTERNATIONAL;Incident;;;N121AA;MCDONNELL DOUGLAS;DC-10-10;No;3;Turbo Fan;;SCHD;Unknown;AMERICAN AIRLINES;0;0;0;94;VMC;LANDING;Probable Cause;11/02/1989
20001213X32635;Incident;SEA88IA019;11/17/1987;PORT ANGELES, WA;United States;;;CLM;WILLIAM FAIRCHILD INT'L;Incident;Minor;;N806BA;BEECH;99-A;No;2;Turbo Prop;;SCHD;Unknown;(DBA: SAN JUAN AIRLINES);0;0;0;5;VMC;CLIMB;Probable Cause;07/10/1989
20001213X32465;Incident;ATL88IA037;11/15/1987;CLEVELAND, OH;United States;;;;;Incident;Minor;;N8988E;DOUGLAS;DC-9-31;No;2;Turbo Fan;;SCHD;Unknown;EASTERN AIRLINES, INC.;0;0;0;64;VMC;DESCENT;Probable Cause;07/10/1989
20001213X32464;Incident;ATL88IA036;11/14/1987;ATLANTA, GA;United States;;;ATL;ATLANTA HARTSFIELD;Incident;Minor;;N861U;LOCKHEED;L-188C;No;4;Turbo Prop;;;Ferry;;0;0;0;3;VMC;STANDING;Probable Cause;07/10/1989
20001213X32634;Incident;SEA88IA017;11/11/1987;RENO, NV;United States;;;;;Incident;Minor;;N25SM;BEECH;E18S;No;2;Turbo Prop;;NSCH;Unknown;;0;0;0;1;VMC;CLIMB;Probable Cause;07/10/1989
20001213X32529;Incident;FTW88IA025;11/08/1987;EL PASO, TX;United States;;;ELP;EL PASO INT'L;Incident;Minor;;N83931;PIPER;PA-34-220T;No;2;Reciprocating;;;Personal;;0;0;0;6;VMC;TAKEOFF;Probable Cause;07/10/1989
20001213X32507;Incident;DCA88RA002;11/07/1987;TIJUANA, Mexico;Mexico;;;;;Incident;Minor;;N1003N;MCDONNELL DOUGLAS;DC-10-15;No;0;Unknown;;SCHD;Unknown;;;;;;UNK;;Foreign;02/07/1995
20001213X32576;Incident;MIA88IA028;11/06/1987;GULFPORT, MS;United States;;;GPT;GULFPORT BILOXI REGIONAL;Incident;Minor;;N6724D;BEECH;99;No;2;Turbo Prop;;SCHD;Unknown;AIR NEW ORLEANS (DBA: CONTINENTAL EXPRESS);0;0;0;12;VMC;LANDING;Probable Cause;07/10/1989
20001213X32577;Incident;MIA88IA055B;11/01/1987;NEWARK, NJ;United States;;;EWR;NEWARK INTL;Incident;;;N577PE;BOEING;727-243;No;3;Turbo Fan;;SCHD;Unknown;CONTINENTAL AIRLINES INC.;0;0;0;226;VMC;APPROACH;Probable Cause;09/12/1988
20001213X32577;Incident;MIA88IA055A;11/01/1987;NEWARK, NJ;United States;;;EWR;NEWARK INTL;Incident;;;N806NY;MCDONNELL DOUGLAS;DC-9-82;No;2;Turbo Fan;;SCHD;Unknown;CONTINENTAL AIRLINES;0;0;0;226;VMC;TAKEOFF;Probable Cause;09/12/1988
20001213X32285;Incident;CHI88IA015B;10/29/1987;CHICAGO, IL;United States;;;ORD;CHICAGO O'HARE;Incident;;;N511AW;FOKKER;F27-500;No;2;Turbo Prop;;SCHD;Unknown;;0;0;0;147;VMC;APPROACH;Probable Cause;07/10/1989
20001213X32285;Incident;CHI88IA015A;10/29/1987;CHICAGO, IL;United States;;;ORD;CHICAGO O'HARE;Incident;;;N305UA;BOEING;737-322;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;147;VMC;TAKEOFF;Probable Cause;07/10/1989
20001213X32284;Incident;CHI88IA011;10/28/1987;CHICAGO, IL;United States;;;;;Incident;Minor;;N1813U;MCDONNELL DOUGLAS;DC-10-10;No;3;Turbo Fan;;SCHD;Unknown;UNITED AIRLINES;0;0;0;228;VMC;CRUISE;Probable Cause;07/10/1989
20001213X32388;Incident;MIA88IA020B;10/27/1987;ST CROIX;;;;STX;ALEXANDER HAMILTON;Incident;;;N80617;DOUGLAS;DC-3;No;2;Reciprocating;;NSCH;Unknown;CARIB AIR CARGO;0;0;0;68;VMC;APPROACH;Probable Cause;07/10/1989
20001213X32388;Incident;MIA88IA020A;10/27/1987;ST CROIX;;;;STX;ALEXANDER HAMILTON;Incident;;;N375PA;BOEING;727-214;No;3;Turbo Fan;;SCHD;Unknown;PAN AMERICAN WORLD AIRWAYS (DBA: PAN AM);0;0;0;68;VMC;APPROACH;Probable Cause;07/10/1989
20001213X32225;Incident;ANC88IA013;10/26/1987;CORDOVA, AK;United States;;;CDV;CORDOVA;Incident;Minor;;N5718M;CESSNA;402B;No;2;Reciprocating;;SCHD;Unknown;;0;0;0;6;VMC;LANDING;Probable Cause;07/10/1989
20001213X32387;Incident;MIA88IA011;10/15/1987;MAYAGUEZ;;;;MAZ;MAYAGUEZ;Incident;Minor;;N436CA;CASA;C-212-200;No;2;Turbo Prop;;SCHD;Unknown;EXECUTIVE AIR CHARTER, INC. (DBA: AMERICAN EAGLE);0;0;0;16;VMC;TAXI;Probable Cause;07/10/1989
20001213X32354;Incident;LAX88IA009;10/09/1987;ONTARIO, CA;United States;;;ONT;ONTARIO;Incident;;;N413AA;MCDONNELL DOUGLAS;DC-9-82;No;2;Turbo Fan;;SCHD;Unknown;AMERICAN AIRLINES, INC. (DBA: AMERICAN AIRLINES);0;0;0;79;VMC;CLIMB;Probable Cause;11/28/1989
20001213X32283;Incident;CHI88IA003;10/05/1987;MILWAUKEE, WI;United States;;;;;Incident;Minor;;N157US;MCDONNELL DOUGLAS;DC-10-40;No;3;Turbo Fan;;SCHD;Unknown;NORTHWEST AIRLINES;0;0;0;132;VMC;TAKEOFF;Probable Cause;07/10/1989
20001213X32245;Incident;ATL88IA074;10/05/1987;COLUMBIA, SC;United States;;;CAE;COLUMBIA METRO;Incident;Minor;;N1936Y;MOONEY;M-20E;No;1;Reciprocating;;;Personal;;0;0;0;2;VMC;TAKEOFF;Probable Cause;07/10/1989
20001213X32272;Incident;BFO88IA001;10/03/1987;BALTIMORE, MD;United States;;;BWI;BALTIMORE-WASHINGTON;Incident;Minor;;N288N;FOKKER;F-28-MK-1000;No;2;Turbo Jet;;SCHD;Unknown;;0;0;0;56;VMC;APPROACH;Probable Cause;07/10/1989
20001213X32142;Incident;MIA87IA264B;09/29/1987;HAMPTON, NY;United States;;;;;Incident;;;USAF;LOCKHEED;C-141;No;4;Turbo Fan;;UNK;Unknown;;0;0;0;97;VMC;DESCENT;Probable Cause;11/15/1989
20001213X32142;Incident;MIA87IA264A;09/29/1987;HAMPTON, NY;United States;;;;;Incident;;;N8864E;BOEING;727-225;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;97;VMC;CRUISE;Probable Cause;11/15/1989
20001213X32141;Incident;MIA87IA256;09/21/1987;TYNDALL AFB, FL;United States;;;PAM;TYNDALL AFB;Incident;Minor;;N900MD;GATES LEARJET;36A;No;2;Turbo Fan;;;Other Work Use;;0;0;0;3;VMC;TAKEOFF;Probable Cause;01/11/1989
20001213X32140;Incident;MIA87IA246;09/16/1987;W.PALM BEACH, FL;United States;;;PBI;PALM BEACH INT'L;Incident;Minor;;N9784Q;PIPER;PA-60;No;2;Reciprocating;;NSCH;Unknown;TOP FLIGHT SERVICE,INC.;0;0;0;1;VMC;LANDING;Probable Cause;07/10/1989
20001213X32111;Incident;LAX87IA326;09/07/1987;LOS ANGELES, CA;United States;;;WHP;WHITEMAN;Incident;Minor;;N5826Q;MOONEY;M20C;No;1;Reciprocating;;;Personal;;0;0;0;1;VMC;LANDING;Probable Cause;05/01/1989
20001213X32188;Incident;NYC87IA258;09/02/1987;PORTLAND, ME;United States;;;;;Incident;;;N204BH;BEECH;99;No;2;Turbo Prop;;;Unknown;;0;0;1;1;VMC;CRUISE;Probable Cause;07/10/1989
20001213X32139;Incident;MIA87IA237;09/02/1987;TAMPA, FL;United States;;;TPA;TAMPA;Incident;Minor;;N844AA;BOEING;727-223;No;3;Turbo Jet;;SCHD;Unknown;AMERICAN AIRLINES;0;0;4;36;VMC;DESCENT;Probable Cause;07/10/1989
20001213X32029;Incident;CHI87IA201;09/02/1987;CHICAGO, IL;United States;;;ORD;O'HARE INTERNATIONAL;Incident;;;N8078U;MCDONNELL DOUGLAS;DC-8-71;No;4;Turbo Fan;;SCHD;Unknown;;0;0;1;126;VMC;STANDING;Probable Cause;07/10/1989
20001213X31869;Incident;MIA87IA229;08/23/1987;W.PALM BEACH, FL;United States;;;PBI;WEST PALM BEACH;Incident;Minor;;N3767C;CESSNA;402B;No;2;Reciprocating;;SCHD;Unknown;CHANDELLE AVIATION,INC.;0;0;0;4;VMC;TAKEOFF;Probable Cause;07/10/1989
20001213X31758;Incident;CHI87NA194;08/22/1987;BELLEVILLE, IL;United States;;;DLV;SCOTT AFB;Incident;Minor;;N609TW;BOEING;767-231ER;No;2;Turbo Fan;;SCHD;Unknown;TRANSWORLD AIRLINES (DBA: TWA);0;0;3;178;VMC;APPROACH;Probable Cause;04/18/1989
20001213X31760;Incident;DCA87RA047;08/16/1987;FRANKFURT, Germany;Germany;;;;;Incident;;;N332AA;BOEING;B 767 200ER;No;0;Unknown;;SCHD;Unknown;;;;;;VMC;;Foreign;02/07/1995
20001213X31877;Incident;MIA87WA225;08/14/1987;BIMINI, Bahamas;Bahamas;;;;;Incident;;;N2969;GRUMMAN;G-73-T;No;2;Turbo Shaft;;SCHD;Unknown;;0;0;0;19;VMC;;Foreign;02/06/1995
20001213X31840;Incident;LAX87IA304;08/11/1987;SANTA MONICA, CA;United States;;;;;Incident;;;N754UA;BOEING;737;No;2;Turbo Fan;;SCHD;Unknown;AMERICAN AIRLINES, INC.;0;0;0;46;VMC;DESCENT;Probable Cause;07/10/1989
20001213X31904;Incident;NYC87IA227B;08/09/1987;NEW YORK, NY;United States;;;LGA;LAGUARDIA;Incident;;;N558PE;BOEING;727;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;528;VMC;APPROACH;Probable Cause;07/10/1989
20001213X31904;Incident;NYC87IA227A;08/09/1987;NEW YORK, NY;United States;;;LGA;LAGUARDIA;Incident;;;N93109;BOEING;747;No;4;Turbo Fan;;SCHD;Unknown;;0;0;0;528;VMC;APPROACH;Probable Cause;07/10/1989
20001213X31746;Incident;CHI87IA188B;08/08/1987;CHICAGO, IL;United States;;;PWK;PALWAUKEE;Incident;;;N20AT;CESSNA;650;No;2;Turbo Fan;;;Executive/Corporate;;0;0;0;135;IMC;CLIMB;Probable Cause;07/10/1989
20001213X31746;Incident;CHI87IA188A;08/08/1987;CHICAGO, IL;United States;;;PWK;PALWAUKEE;Incident;;;CGYNE;BOEING;727-233;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;135;IMC;CLIMB;Probable Cause;07/10/1989
20001213X31839;Incident;LAX87IA303;08/07/1987;LOS ANGELES, CA;United States;;;LAX;LOS ANGELES INTL;Incident;;;J8163;BOEING;747-300;No;4;Turbo Fan;;SCHD;Unknown;JAPAN AIRLINES;0;0;0;363;VMC;APPROACH;Probable Cause;11/28/1989
20001213X31774;Incident;DEN87IA207;08/03/1987;DENVER, CO;United States;;;DEN;STAPLETON INT'L;Incident;Minor;;N966C;Airbus Industrie;A-300-B4-203;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;279;VMC;TAKEOFF;Probable Cause;07/10/1989
20001213X31745;Incident;CHI87IA183B;08/02/1987;CHICAGO, IL;United States;;;ORD;O'HARE INTERNATIONAL;Incident;;;N566PE;BOEING;727-200;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;408;VMC;TAXI;Probable Cause;07/10/1989
20001213X31745;Incident;CHI87IA183A;08/02/1987;CHICAGO, IL;United States;;;ORD;O'HARE INTERNATIONAL;Incident;;;N113AA;MCDONNELL DOUGLAS;DC-10-10;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;408;VMC;TAKEOFF;Probable Cause;07/10/1989
20001213X31657;Incident;SEA87IA139;07/15/1987;RIGBY, ID;United States;;;;;Incident;Minor;;N321MB;BEECH;55;No;2;Reciprocating;;;Personal;;0;0;0;2;VMC;DESCENT;Probable Cause;10/07/1988
20001213X31632;Incident;NYC87IA202;07/12/1987;BOSTON, MA;United States;;;BOS;BOSTON-LOGAN;Incident;;;N106DA;BOEING;767-232;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;159;IMC;APPROACH;Probable Cause;05/01/1989
20001213X31580;Incident;MIA87IA204;07/11/1987;WASHINGTON, DC;United States;;;DCA;WASHINGTON NATIONAL;Incident;Minor;;N8892Z;BOEING;727-225;No;3;Turbo Fan;;SCHD;Unknown;EASTERN AIR LINES (DBA: EASTERN AIRLINES);0;0;0;87;IMC;GO-AROUND;Probable Cause;07/10/1989
20001213X31631;Incident;NYC87IA199B;07/09/1987;ATLANTIC OCEAN;;;;;;Incident;;;N804PA;Airbus Industrie;A-310-222;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;202;VMC;CRUISE;Probable Cause;05/01/1989
20001213X31631;Incident;NYC87IA199A;07/09/1987;ATLANTIC OCEAN;;;;;;Incident;;;YV135;DOUGLAS;DC-10-30;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;202;VMC;CRUISE;Probable Cause;05/01/1989
20001213X31548;Incident;LAX87IA260;07/08/1987;CUPERTINO, CA;United States;;;SJC;;Incident;Minor;;N160BK;MBB;BK117A-3;No;2;Turbo Shaft;;NSCH;;ROCKY MOUNTAIN HELICOPTERS (DBA: LIFE FLIGHT [EMS]);0;0;0;3;VMC;LANDING;Probable Cause;07/10/1989
20001213X31387;Incident;ATL87IA201;07/07/1987;FRANKFORT, KY;United States;;;FFT;CAPITAL CITY AIRPORT;Incident;;;N324DL;BOEING;737-232;No;2;Turbo Fan;;SCHD;Unknown;DELTA AIRLINES,INC.;0;0;0;32;VMC;CRUISE;Probable Cause;07/10/1989
20001213X31259;Incident;MIA87IA195;06/30/1987;HILLIARD, FL;United States;;;01J;HILLIARD;Incident;Minor;;N31MS;DOUGLAS;DC3A;No;2;Reciprocating;;;Business;;0;0;0;2;VMC;TAKEOFF;Probable Cause;07/10/1989
20001213X31258;Incident;MIA87IA192;06/29/1987;SARASOTA, FL;United States;;;SRQ;SARASOTA-BRADENTON;Incident;Minor;;N3120L;CESSNA;310J;No;2;Reciprocating;;;Personal;;0;0;0;1;VMC;LANDING;Probable Cause;07/10/1989
20001213X31332;Incident;SEA87IA127;06/28/1987;LAS VEGAS, NV;United States;;;LAS;MCCARRAN INTNL;Incident;Minor;;N146AP;BRITISH AEROSPACE;BAE-146-100;No;4;Turbo Fan;;SCHD;Unknown;PACIFIC SOUTHWEST AIRLINES INC;0;0;1;81;VMC;STANDING;Probable Cause;07/10/1989
20001213X31160;Incident;DCA87IA037;06/26/1987;MIAMI, FL;United States;;;MIA;MIAMI INT'L;Incident;;;N391EA;MCDONNELL DOUGLAS;DC-10-30;No;3;Turbo Fan;;SCHD;Unknown;EASTERN AIRLINES (DBA: EASTERN AIRLINES);0;0;1;220;VMC;DESCENT;Probable Cause;07/10/1989
20001213X31087;Incident;ATL87IA191;06/26/1987;NASHVILLE, TN;United States;;;BNA;NASHVILLE METRO;Incident;;;N256AM;SWEARINGEN;SA-226TC;No;2;Turbo Prop;;SCHD;Unknown;;0;0;0;11;VMC;LANDING;Probable Cause;08/08/1989
20001213X31331;Incident;SEA87IA119;06/19/1987;SEATTLE, WA;United States;;;BFI;BOEING FIELD;Incident;Minor;;N813PH;de Havilland;DHC-8-101;No;2;Turbo Prop;;SCHD;Unknown;HORIZON AIR INDUSTRIES, INC. (DBA: HORIZON AIRLINES);0;0;0;41;VMC;CLIMB;Probable Cause;07/10/1989
20001213X31142;Incident;CHI87IA163;06/18/1987;DETROIT, MI;United States;;;DTW;DETROIT METRO;Incident;Minor;;N515US;BOEING;757-251;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;123;VMC;TAKEOFF;Probable Cause;07/10/1989
20001213X31086;Incident;ATL87IA179B;06/18/1987;NASHVILLE, TN;United States;;;BNA;NASHVILLE;Incident;;;N50SW;BOEING;737-2H4;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;161;VMC;TAKEOFF;Probable Cause;10/17/1988
20001213X31086;Incident;ATL87IA179A;06/18/1987;NASHVILLE, TN;United States;;;BNA;NASHVILLE;Incident;;;N482DA;BOEING;727-232;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;161;VMC;TAKEOFF;Probable Cause;10/17/1988
20001213X31257;Incident;MIA87IA185;06/17/1987;MIAMI, FL;United States;;;;;Incident;Minor;;N17271;BELL;47G-2;No;1;Reciprocating;;;Unknown;;0;0;0;3;VMC;CRUISE;Probable Cause;07/10/1989
20001213X31141;Incident;CHI87IA148;06/13/1987;SPRINGFIELD, IL;United States;;;;;Incident;Minor;;N88FB;DORNIER;DO-228-201;No;2;Turbo Prop;;UNK;Ferry;;0;0;0;2;VMC;DESCENT;Probable Cause;07/10/1989
20001213X31085;Incident;ATL87IA166;06/11/1987;COLUMBUS, OH;United States;;;CMH;PORT COLUMBUS INTL.;Incident;;;N782N;BOEING;737-200;No;2;Turbo Fan;;SCHD;Unknown;PIEDMONT AVIATION,INC.;0;0;0;77;VMC;DESCENT;Probable Cause;07/10/1989
20001213X31084;Incident;ATL87IA163;06/09/1987;BIRMINGHAM, AL;United States;;;BHM;BIRMINGHAM;Incident;Minor;;N56657;PIPER;PA-34-200;No;2;Reciprocating;;NSCH;Unknown;;0;0;0;1;VMC;LANDING;Probable Cause;12/10/1990
20001213X31062;Incident;ANC87IA077;06/09/1987;ANCHORAGE, AK;United States;;;ANC;ANCHORAGE INTERNATIONAL;Incident;Destroyed;;N766AS;BOEING;727-90C;No;3;Turbo Fan;;;Unknown;;0;0;11;0;VMC;TAXI;Probable Cause;07/10/1989
20001213X31299;Incident;NYC87IA167;06/06/1987;HYANNIS, MA;United States;;;HYA;HYANNIS;Incident;Minor;;N187P;NIHON;YS-11;No;2;Turbo Prop;;SCHD;Unknown;;0;0;0;23;VMC;LANDING;Probable Cause;07/10/1989
20001213X31220;Incident;LAX87IA230;06/06/1987;LOS ANGELES, CA;United States;;;LAX;LOS ANGELES INTERNATIONAL;Incident;Minor;;N105AA;MCDONNELL DOUGLAS;DC-10-10;No;3;Turbo Fan;;SCHD;Unknown;AMERICAN AIRLINES;0;0;0;234;VMC;APPROACH;Probable Cause;07/10/1989
20001213X31256;Incident;MIA87IA170;06/03/1987;JACKSONVILLE, FL;United States;;;CRG;CRAIG MUNICIPAL;Incident;Minor;;N180PA;PIPER;PA-44-180;No;2;Reciprocating;;;Instructional;;0;0;0;2;VMC;LANDING;Probable Cause;07/10/1989
20001213X31166;Incident;DEN87IA145B;06/02/1987;CASPER, WY;United States;;;;;Incident;;;USAF;Boeing;EC-135;No;4;Turbo Jet;;UNK;Unknown;;0;0;0;72;VMC;CRUISE;Probable Cause;10/17/1988
20001213X31166;Incident;DEN87IA145A;06/02/1987;CASPER, WY;United States;;;;;Incident;;;N297US;BOEING;727-251;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;72;VMC;CRUISE;Probable Cause;10/17/1988
20001213X30982;Incident;MIA87IA166;05/29/1987;CARACAS, Venezuela;Venezuela;;;;;Incident;Minor;;N813FT;BOEING;747-245F;No;4;Turbo Fan;;SCHD;Unknown;VENEZUELAN INT'L AIRWAYS;0;0;0;3;UNK;UNKNOWN;Probable Cause;07/10/1989
20001213X30889;Incident;CHI87IA135;05/29/1987;CHICAGO, IL;United States;;;;;Incident;;;N224AA;MCDONNELL DOUGLAS;DC-9-82;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;83;VMC;CLIMB;Probable Cause;07/10/1989
20001213X31042;Incident;SEA87IA093;05/09/1987;IDAHO FALLS, ID;United States;;;IDA;FANNING FIELD;Incident;Minor;;N9016K;STINSON;108-1;No;1;Reciprocating;;;Personal;;0;0;0;5;VMC;LANDING;Probable Cause;07/10/1989
20001213X30676;Incident;FTW87IA108;04/28/1987;DENTON, TX;United States;;;;;Incident;Minor;;N600KC;CANADAIR;CL-600;No;2;Turbo Fan;;;Executive/Corporate;;0;0;0;11;VMC;CLIMB;Probable Cause;07/10/1989
20001213X30742;Incident;MIA87IA141;04/20/1987;OXFORD, MS;United States;;;;;Incident;Minor;;N222HX;BELL;222U;No;2;Turbo Shaft;;;Unknown;;0;0;0;3;VMC;CRUISE;Probable Cause;07/10/1989
20001213X30819;Incident;SEA87IA084;04/17/1987;LAS VEGAS, NV;United States;;;;;Incident;Minor;;N90518;Smith, Ted Aerostar;AEROSTAR 601P;No;2;Reciprocating;;;Personal;;0;0;0;5;VMC;CLIMB;Probable Cause;
20001213X30741;Incident;MIA87IA134;04/16/1987;GRANT, FL;United States;;;;;Incident;Minor;;N539FT;PIPER;PA-28RT-201;No;1;Reciprocating;;;Instructional;;0;0;0;2;VMC;CRUISE;Probable Cause;07/10/1989
20001213X30578;Incident;ATL87IA114;04/16/1987;MYRTLE BEACH, SC;United States;;;CRE;GRAND STAND;Incident;Minor;;N25RF;CESSNA;340;No;2;Reciprocating;;;Personal;;0;0;0;3;VMC;CLIMB;Probable Cause;07/10/1989
20001213X30708;Incident;LAX87IA176;04/11/1987;AGANA;;;;;AGANA;Incident;;;N96RA;de Havilland;DHC-6-300;No;2;Turbo Prop;;SCHD;Unknown;MAUI AIRLINES;0;0;0;12;VMC;DESCENT;Probable Cause;07/10/1989
20001213X30675;Incident;FTW87IA097;04/10/1987;BRIDGEPORT, TX;United States;;;1F9;BRIDGEPORT MUNI;Incident;Minor;;N6681L;BEECH;58;No;2;Reciprocating;;;Business;;0;0;0;1;VMC;CRUISE;Probable Cause;07/10/1989
20001213X30803;Incident;NYC87IA118B;04/08/1987;WRIGHTSTOWN, NJ;United States;;;;;Incident;;;USAF;LOCKHEED;C-141;No;4;Turbo Fan;;;Unknown;;0;0;2;15;VMC;CRUISE;Probable Cause;07/10/1989
20001213X30803;Incident;NYC87IA118A;04/08/1987;WRIGHTSTOWN, NJ;United States;;;;;Incident;Minor;;N42RA;de Havilland;DHC-7-102;No;4;Turbo Prop;;SCHD;Unknown;PAN AM EXPRESS;0;0;2;15;VMC;CRUISE;Probable Cause;07/10/1989
20001213X30740;Incident;MIA87IA131;04/07/1987;FT.LAUDERDALE, FL;United States;;;FLL;FT. LAUDERDALE-HOLLYWOOD;Incident;Minor;;N7665Q;CESSNA;310Q;No;2;Reciprocating;;NSCH;Unknown;RSVP USA,INC.;0;0;0;6;VMC;LANDING;Probable Cause;07/10/1989
20001213X30616;Incident;CHI87IA109;04/07/1987;CHICAGO, IL;United States;;;ORD;CHIGAGO O'HARE INT'L;Incident;;;N7258U;BOEING;727-222;No;3;Turbo Fan;;SCHD;Unknown;UNITED AIRLINES;0;0;0;109;VMC;TAKEOFF;Probable Cause;07/10/1989
20001213X30399;Incident;CHI87IA112;03/31/1987;CLEVELAND, OH;United States;;;;;Incident;;;N52DC;Dassault-Breguet;50;No;3;Turbo Fan;;;Executive/Corporate;;0;0;0;6;VMC;CRUISE;Probable Cause;07/10/1989
20001213X30519;Incident;MKC87IA070;03/30/1987;LINCOLN, NE;United States;;;;;Incident;Minor;;N4GH;Agusta;A109;No;2;Turbo Shaft;;;Unknown;;0;0;0;3;VMC;TAXI;Probable Cause;07/10/1989
20001213X30413;Incident;CHI87IA110;03/29/1987;PLAINFIELD, IL;United States;;;1C5;CLOW INT'L;Incident;;;N4211Q;CESSNA;172L;No;1;Reciprocating;;;Personal;;1;0;0;0;IMC;STANDING;Probable Cause;07/10/1989
20001213X30549;Incident;SEA87IA068;03/26/1987;TUBA CITY, AZ;United States;;;;;Incident;Minor;;N151AA;MCDONNELL DOUGLAS;DC-10-10;No;3;Turbo Fan;;SCHD;Unknown;AMERICAN AIRLINES, INC.;0;0;0;173;VMC;CRUISE;Probable Cause;07/10/1989
20001213X30518;Incident;MKC87IA066;03/24/1987;NEOSHO, MO;United States;;;;;Incident;Minor;;N98763;CESSNA;172;No;1;Reciprocating;;;Ferry;;0;0;0;2;IMC;CRUISE;Probable Cause;09/01/1989
20001213X30398;Incident;CHI87IA100;03/23/1987;MINNEAPOLIS, MN;United States;;;;;Incident;Minor;;N409AA;MCDONNELL DOUGLAS;DC-9-82;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;114;UNK;DESCENT;Probable Cause;07/10/1989
20001213X30538;Incident;NYC87IA106;03/10/1987;JAMAICA, NY;United States;;;JFK;JOHN F. KENNEDY INT'L;Incident;Minor;;N802EA;BOEING;727-225A;No;3;Turbo Fan;;SCHD;Unknown;EASTERN AIRLINES, INC.;0;0;0;127;VMC;TAXI;Probable Cause;07/10/1989
20001213X30362;Incident;ATL87IA083;03/09/1987;COVINGTON, KY;United States;;;CVG;CINCINNATI INT'L;Incident;Minor;;N341CA;SAAB-FAIRCHILD;SF340A;No;2;Turbo Prop;;;Unknown;;0;0;0;1;VMC;UNKNOWN;Probable Cause;07/10/1989
20001213X30537;Incident;NYC87IA105;03/08/1987;BALTIMORE, MD;United States;;;BWI;BALTIMORE WASH INT'L;Incident;;;N236AA;McDonnell Douglas;MD-80;No;2;Turbo Fan;;SCHD;Unknown;AMERICAN AIRLINES;0;0;0;76;VMC;TAKEOFF;Probable Cause;07/10/1989
20001213X30218;Incident;DEN87IA059;02/25/1987;DURANGO, CO;United States;;;DRO;DURANGO-LA PLATA;Incident;;;N145AW;BOEING;737-2A6;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;48;IMC;LANDING;Probable Cause;07/10/1989
20001213X30217;Incident;DEN87IA058;02/18/1987;COLORADO SPRING, CO;United States;;;;;Incident;;;N328WT;BEECH;58;No;2;Reciprocating;;;Personal;;1;0;0;3;VMC;CRUISE;Probable Cause;07/10/1989
20001213X30216;Incident;DEN87IA056;02/14/1987;DENVER, CO;United States;;;DEN;STAPLETON;Incident;;;N7559L;PIPER;PA-31;No;2;Reciprocating;;NSCH;Unknown;WESTERN AVIATORS;0;0;0;1;VMC;TAXI;Probable Cause;07/10/1989
20001213X30168;Incident;ANC87IA032;02/04/1987;BARTER ISLAND, AK;United States;;;;;Incident;Minor;;N35232;PIPER;PA-31-350;No;2;Reciprocating;;SCHD;Unknown;;0;0;0;3;VMC;MANEUVERING;Probable Cause;07/10/1989
20001213X30120;Incident;MIA87IA081;01/31/1987;BOCA RATON, FL;United States;;;BCT;BOCA RATON;Incident;Minor;;N8627H;ENSTROM;F28C;No;1;Reciprocating;;;Personal;;0;0;0;1;VMC;LANDING;Probable Cause;07/10/1989
20001213X30028;Incident;ATL87IA067;01/31/1987;WILLIAMSON, GA;United States;;;3GA7;PEACH STATE GLIDERPORT;Incident;Minor;;N429BG;BURKHART GROB;G103 TWIN ASTIR;No;;Unknown;;;Instructional;;0;0;0;1;VMC;APPROACH;Probable Cause;
20001213X30119;Incident;MIA87IA078;01/28/1987;ORLANDO, FL;United States;;;MCO;ORLANDO INTERNATIONAL;Incident;Minor;;N101EX;British Aircraft Corp. (BAC);BAC 1-11 201;No;2;Turbo Fan;;SCHD;Unknown;FLORIDA EXPRESS,INC.;0;0;0;38;VMC;TAXI;Probable Cause;07/10/1989
